,Reviewer Name,Review Title,Review Text,Reviewed Date,Review Rating
54,shubham,Best phone in range,"The new Samsung M30 has a whole lot of fabulous specifications . To start with , it provides a 6.4 inches of AMOLED display . It has a triple ultra wide camera which adds into its favour as no other phones offer something like this, makes you click amazing photographs which Im sure is a DSLR quality. Also an extra efficient battery of 5000 Mah plus the storing capacity of 128 GB which will help you play all your favourite games, watch high quality videos and you dont even run out of your gallery space. Overall it is the best suited option in the range of phones below 18,000 and you too can make a smart choice like me and get this phone!",11 March 2019,5
55,Bhavya Domadia,Awesome phone in low budget,Perfect phone in this range nd Samsung as a brand is always a plus....a great buy. Only issue is with the WiFi connectivity. Very poor connectivity.,11 March 2019,4
56,ARPIT URMALIYA,Galaxy M30 won’t disappoint if stretching your budget a bit for Galaxy A30 and Galaxy A50," [ ] 8/10 -----design
[ ] 8/10-------display
[ ] 6/10--------software
[ ] 7/10--------performance
[ ] 9/10---------battery life
[ ] 7/10--------camera
[ ] 8/10--------value for money

The Galaxy M30 almost renders the Galaxy M20 redundant. For the extra 2000 bucks, you get an AMOLED screen, better selfies, better connectivity (dual-band Wi-Fi), and a better portrait mode for the rear camera.

When compared to the new and emerging competition like Redmi Note 7 Pro, the Galaxy M30 has its advantages (AMOLED display, HD streaming, software, battery, fast charging) and let downs (performance, primary rear camera, plastic body), but it should still largely bank on the Samsung brand value to win the bout. The Note 7 Pro leads in several key aspects.

If you are not much into high-end gaming, would value display quality over the camera performance, and are restricted by a budget, the Galaxy M30 won’t disappoint. You could also look into stretching your budget a bit for Galaxy A30 and Galaxy A50.

*Pros*

Excellent Display

Battery backup

Supports HD streaming

Dedicated card slot

USB Type-C port and fast charging

*Cons*

No notification light

Not for heavy gaming

No case cover in the box

plastic build

Note:- no headphone, back cover, screen guard available in box only charger and sim ejector tool is their",11 April 2019,3
57,Amazon Customer,"Defective peace of mobile, Waste of money and time","Today i got samsung Glaxy m30 from amazon.After 8 hours use screen completely dead noting i can see in screen.
I think that samsung as well as amazon making foolish to customer.
You may know that COD is not applicable for this product.
Totally wastage of time and money.
Just a joke of smartphone.
I don't know when i get replacement of this defective peace",24 March 2019,1
58,Ramod Kumar,M30 (VERY BAD QUALITY),"Sound quality is bad & apps are very slow running.
I did not expect this from Samsung. I'm very sorry after taking the Samsung M30 while i'm a regulary customer for Samsung's last 7 years.",16 March 2019,1
59,Dhiren Makwana,All Over Ok.,"Phone is great, battery is not upto the mark, camera quality is pretty good, but the wide angle lens disappointed me. Speakers are outstanding. It takes around 2 hours to fully charge. Phone works smoothly, Highend games miss that touch, If you're a hardcore gamer, I'll recommend Samsung A50.",11 March 2019,3
60,Sunny,Very bad phone for pubg,"Very bad phone guys. i will not reccommend this phone to anyone. I buy this phone for playing pubg n other games but this phone gets so much lag while playing pubg. Very bad performance of the processor.
I request to return the device but amazon didn't return this. They connect my device to their system online and ask me to play pubg. I was playing and phone was lagging so much but their system didn't detect the lagging problem. So they refused to replacr the phone. Then i sell 1 day old device to 13000. Very bad phone.
If you want to buy this for gaming then don't waste your money on this worst processor phone.
If you don't play games then you can buy this. But i will not recommend this to anyone.",24 March 2019,1
61,pratima sen,Dust in camera& Manufacturing defect,Lots of dust in camera manufacturing defect also.. very poor product,13 March 2019,1
62,Amazon Customer,"Dispaly issues, pathentic hardware design","The biggest mistake is to buy this phone, This model has a very bad hardware design in the display section. the display is not working and I replaced the item and the second phone which I bought is also not working after 20 days and Amazon says return period is over, now Samsung guys charge 6400 to change the display. (Dear Samsung try to respect the customers and their valuable money don't play trial and error game with us)

I also enquired and found that many phones in Samsung M30 has this issue, this is clearly a trial and error piece from Samsung so that the future upcoming phone they can work on.

Rest of the things like the camera and battery is fine since I am likely to be a tech guy the made a poor design in hardware and it is very unstable.

Thanks for wasting my 18K, amazon should also think before the sell any products which can be purchase only on amazon

Never ever buy this phone",11 April 2019,1
63,S.Muthu Kumar,Samsung M30 Pros and Cons,"Pros:
1.Good Camera quality
2.Processor speed
3.Battery life
Cons:
1.Very Slippery
2.No headphone with the packing",26 March 2019,1
64,Amar,Waste of money,Waste of money as Samsung has degraded the camera quality inspite of triple camera the picture are artificial and not clear. Battery is fine. Processer is below average... would not recommend it to anyone.,15 March 2019,1
